loan_id,customer_id,loan_type,loan_amount,repayment_term,application_date,approved,loan_rejected,total_transaction_amount,loan_to_income_ratio,age,gender,country,customer_age_group
LOAN_000735,CUST_001978,auto,17498.66,6,2021-03-18,True,False,837.4,20.8964174826845,34.0,Male,Italy,26-40
LOAN_000736,CUST_000426,mortgage,55690.97,30,2021-03-14,True,False,828.05,67.25556427751948,21.0,Male,Germany,18-25
LOAN_000737,CUST_001603,personal,10948.2,3,2023-03-29,True,False,1101.9,9.935747345494146,39.0,Female,Germany,26-40
LOAN_000738,CUST_001308,mortgage,234839.76,30,2021-09-03,False,True,4870.18,48.219934376142156,74.0,Male,Italy,60+
LOAN_000739,CUST_001334,auto,20985.23,3,2021-11-06,True,False,830.31,25.27396996302586,52.0,Female,Netherlands,41-60
LOAN_000740,CUST_001326,education,26522.28,5,2022-12-05,False,True,2038.72,13.009280332757807,40.0,Female,Germany,41-60
LOAN_000741,CUST_001698,personal,13453.12,4,2023-06-14,True,False,1870.52,7.192181853174519,32.0,Male,France,26-40
LOAN_000742,CUST_000647,mortgage,460676.48,15,2021-11-24,False,True,481.78,956.1967703101001,77.0,Male,Belgium,60+
LOAN_000743,CUST_000054,auto,24715.65,5,2022-06-05,True,False,3749.81,6.59117395281361,77.0,Female,Italy,60+
LOAN_000744,CUST_000087,auto,23694.81,6,2023-06-12,True,False,1207.32,19.625956664347484,40.0,Female,Germany,41-60
LOAN_000745,CUST_000895,personal,2755.06,4,2022-03-24,True,False,514.99,5.349734946309637,59.0,Female,Germany,41-60
LOAN_000746,CUST_000511,business,113455.79,5,2022-04-28,False,True,1083.87,104.67656637788666,22.0,Female,Netherlands,18-25
LOAN_000747,CUST_001015,personal,4822.81,3,2021-06-14,True,False,2385.13,2.0220323420526345,58.0,Male,Belgium,41-60
LOAN_000748,CUST_001663,business,74198.47,3,2023-07-08,True,False,947.85,78.28081447486417,29.0,Male,Belgium,26-40
LOAN_000749,CUST_001536,personal,15189.07,3,2021-03-20,True,False,1809.78,8.392771497088043,43.0,Female,Germany,41-60
LOAN_000750,CUST_001708,business,27843.62,7,2021-07-28,False,True,624.77,44.56619235878804,29.0,Female,Spain,26-40
LOAN_000751,CUST_000697,personal,15933.56,2,2022-11-16,False,True,685.71,23.23658689533476,60.0,Male,Germany,60+
LOAN_000752,CUST_001590,business,71058.19,5,2021-03-15,True,False,428.32,165.89977119910347,32.0,Male,Belgium,26-40
LOAN_000753,CUST_000540,auto,17598.75,4,2021-08-29,True,False,1780.25,9.885549782333943,40.0,Female,Germany,41-60
LOAN_000754,CUST_000845,mortgage,232082.76,30,2022-09-11,False,True,688.49,337.08951473514503,60.0,Female,Italy,60+
LOAN_000755,CUST_001702,personal,14149.47,2,2023-01-10,True,False,1762.44,8.028341390345203,22.0,Male,Belgium,18-25
LOAN_000756,CUST_001795,personal,8113.44,2,2021-11-23,True,False,640.02,12.67685384831724,38.0,Male,Austria,26-40
LOAN_000757,CUST_001401,business,50703.22,5,2023-08-25,True,False,825.07,61.45323427103155,28.0,Female,Austria,26-40
LOAN_000758,CUST_000790,personal,21387.04,4,2022-06-15,True,False,719.93,29.707110413512428,66.0,Male,Italy,60+
LOAN_000759,CUST_001306,auto,33531.1,5,2023-06-21,True,False,378.63,88.55901539761773,21.0,Male,Spain,18-25
LOAN_000760,CUST_000831,personal,19213.6,5,2022-06-04,True,False,1810.5,10.612317039491852,20.0,Female,Germany,18-25
LOAN_000761,CUST_001228,mortgage,226354.74,30,2022-07-16,True,False,3011.06,75.17443690926119,53.0,Male,Netherlands,41-60
LOAN_000762,CUST_000300,business,83510.92,7,2022-05-15,True,False,1564.72,53.371159057211514,30.0,Male,Belgium,26-40
LOAN_000763,CUST_001972,business,10000.0,7,2023-07-03,False,True,539.64,18.53087243347417,50.0,Female,Netherlands,41-60
LOAN_000764,CUST_001309,personal,15791.94,3,2023-10-05,True,False,2450.02,6.445637178472013,50.0,Male,Spain,41-60
LOAN_000765,CUST_001087,mortgage,201724.71,25,2023-04-22,True,False,1836.71,109.82937426158729,39.0,Female,Italy,26-40
LOAN_000766,CUST_000505,personal,20280.53,4,2021-07-10,True,False,941.04,21.55118804726685,53.0,Male,Germany,41-60
LOAN_000767,CUST_000332,personal,8644.43,3,2021-06-11,True,False,604.42,14.302025081896696,22.0,Male,France,18-25
LOAN_000768,CUST_001168,personal,14481.51,3,2021-07-13,False,True,1230.29,11.770810134196003,26.0,Male,Germany,26-40
LOAN_000769,CUST_000455,auto,34854.09,6,2022-07-29,True,False,325.74,106.99972370602319,36.0,Male,France,26-40
LOAN_000770,CUST_000187,education,40484.14,7,2022-06-23,False,True,1462.85,27.67484020918071,28.0,Female,Austria,26-40
LOAN_000771,CUST_001579,business,102063.11,3,2022-05-24,False,True,252.58,404.0823105550716,37.0,Male,Netherlands,26-40
LOAN_000772,CUST_001130,mortgage,118848.52,20,2022-06-23,True,False,574.51,206.86936693878263,40.0,Male,Spain,41-60
LOAN_000773,CUST_001424,personal,20218.68,5,2022-02-21,True,False,2665.25,7.586035081136854,26.0,Female,Spain,26-40
LOAN_000774,CUST_001561,auto,35489.87,6,2022-08-08,False,True,1676.92,21.163722777472987,36.0,Male,Italy,26-40
LOAN_000775,CUST_000026,personal,3387.7,4,2023-04-12,False,True,1193.93,2.8374360305880577,34.0,Other,Germany,26-40
LOAN_000776,CUST_000783,personal,3961.53,5,2021-06-20,True,False,869.52,4.555996411813415,47.0,Male,Spain,41-60
LOAN_000777,CUST_000935,auto,31253.47,3,2021-11-30,True,False,1691.15,18.480601957248027,57.0,Female,Germany,41-60
LOAN_000778,CUST_000483,personal,11704.2,4,2021-08-06,False,True,1330.36,8.797769024925586,56.0,Male,Spain,41-60
LOAN_000779,CUST_001240,business,74495.53,7,2022-12-21,False,True,878.72,84.7773238346686,37.0,Female,France,26-40
LOAN_000780,CUST_001627,personal,18697.99,2,2021-10-25,False,True,2675.44,6.988753251801573,68.0,Female,Germany,60+
LOAN_000781,CUST_001986,mortgage,169306.95,30,2021-08-28,False,True,1693.2,99.99229270021262,51.0,Male,Italy,41-60
LOAN_000782,CUST_000641,mortgage,275400.23,20,2021-03-19,False,True,928.11,296.7323162125179,31.0,Male,Netherlands,26-40
LOAN_000783,CUST_001429,auto,37710.0,5,2023-07-25,True,False,1506.0,25.0398406374502,26.0,Male,Spain,26-40
LOAN_000784,CUST_000438,education,20823.55,7,2023-10-29,True,False,1347.36,15.455075109844437,27.0,Female,Belgium,26-40
LOAN_000785,CUST_000652,business,69274.52,7,2021-08-21,True,False,3201.04,21.641254092419967,20.0,Female,Netherlands,18-25
LOAN_000786,CUST_000972,personal,1000.0,3,2023-02-13,False,True,2189.57,0.4567106783523705,46.0,Female,Germany,41-60
LOAN_000787,CUST_001624,personal,11315.26,4,2023-12-05,True,False,1089.24,10.388215636590651,39.0,Female,France,26-40
LOAN_000788,CUST_000750,personal,10881.85,5,2021-02-24,True,False,1189.66,9.147025200477447,20.0,Male,Spain,18-25
LOAN_000789,CUST_001512,auto,22830.07,3,2023-01-31,False,True,1437.47,15.88211927901104,52.0,Male,Netherlands,41-60
LOAN_000790,CUST_001368,personal,13992.19,4,2023-03-14,False,True,855.49,16.35576102584484,56.0,Female,France,41-60
LOAN_000791,CUST_000197,auto,14693.01,4,2021-01-12,True,False,1197.48,12.269941877943682,33.0,Female,Italy,26-40
LOAN_000792,CUST_000870,business,34986.89,3,2023-11-08,True,False,665.66,52.55970014722231,48.0,Female,Germany,41-60
LOAN_000793,CUST_000934,personal,4252.88,3,2023-08-29,True,False,175.85,24.18470287176571,57.0,Male,Germany,41-60
LOAN_000794,CUST_000688,personal,6720.78,4,2021-10-28,True,False,2447.37,2.746123389597813,47.0,Male,Germany,41-60
LOAN_000795,CUST_001788,auto,33253.67,4,2021-02-21,False,True,650.99,51.08169096299482,75.0,Non-binary,France,60+
LOAN_000796,CUST_000320,personal,13004.37,4,2022-08-04,False,True,768.09,16.9307893606218,31.0,Male,France,26-40
LOAN_000797,CUST_001076,business,63912.65,5,2021-03-29,True,False,1318.71,48.466038780323196,41.0,Male,Spain,41-60
LOAN_000798,CUST_001211,auto,20690.46,5,2022-01-16,True,False,696.18,29.719986210462814,33.0,Female,Belgium,26-40
LOAN_000799,CUST_000672,auto,18451.24,5,2023-09-05,True,False,459.05,40.19440148132012,29.0,Female,Belgium,26-40
LOAN_000800,CUST_000535,business,74601.25,7,2023-04-08,False,True,216.59,344.4353386582945,18.0,Female,Spain,18-25
LOAN_000801,CUST_000416,personal,21055.55,3,2021-09-18,True,False,907.64,23.198129214225904,71.0,Female,Portugal,60+
LOAN_000802,CUST_001708,auto,39371.17,5,2021-03-21,False,True,624.77,63.017062278918644,29.0,Female,Spain,26-40
LOAN_000803,CUST_000123,auto,18650.78,7,2022-08-07,True,False,1034.06,18.03645823259772,45.0,Female,Italy,41-60
LOAN_000804,CUST_001262,mortgage,269570.82,25,2022-05-28,False,True,1157.24,232.94288133835678,64.0,Male,Germany,60+
LOAN_000805,CUST_001110,auto,8285.54,4,2021-09-22,True,False,1760.58,4.706142294016745,58.0,Female,Austria,41-60
LOAN_000806,CUST_001685,auto,34389.58,6,2021-09-27,True,False,1155.45,29.762932190921287,39.0,Female,France,26-40
LOAN_000807,CUST_000923,business,130546.07,7,2021-01-17,True,False,1220.17,106.99006695788292,38.0,Male,Italy,26-40
LOAN_000808,CUST_001423,personal,25172.22,3,2022-08-09,True,False,1460.24,17.238412863638853,59.0,Male,Belgium,41-60
LOAN_000809,CUST_001513,personal,20468.8,5,2023-10-09,True,False,4862.31,4.209686342499758,78.0,Female,Italy,60+
LOAN_000810,CUST_000047,personal,7446.07,5,2022-02-27,False,True,1783.91,4.174016626399314,30.0,Other,France,26-40
LOAN_000811,CUST_000972,personal,20501.17,5,2023-05-17,True,False,2189.57,9.363103257717267,46.0,Female,Germany,41-60
LOAN_000812,CUST_001680,business,10000.0,7,2023-12-25,False,True,1128.36,8.862419795100855,33.0,Male,France,26-40
LOAN_000813,CUST_000204,personal,2675.81,3,2023-06-12,True,False,409.5,6.534334554334555,36.0,Female,Austria,26-40
LOAN_000814,CUST_001359,business,10000.0,10,2021-12-28,False,True,1041.2,9.604302727621974,31.0,Non-binary,Netherlands,26-40
LOAN_000815,CUST_001015,personal,9725.57,5,2023-02-18,True,False,2385.13,4.077584869587821,58.0,Male,Belgium,41-60
LOAN_000816,CUST_001525,personal,20471.19,4,2021-04-22,True,False,2080.84,9.837945252878644,54.0,Male,Italy,41-60
LOAN_000817,CUST_000880,mortgage,167712.83,25,2022-10-17,False,True,1029.23,162.94980713737453,25.0,Male,France,26-40
LOAN_000818,CUST_000189,mortgage,199548.9,20,2022-10-31,False,True,1366.6,146.01851309819992,32.0,Male,Portugal,26-40
LOAN_000819,CUST_000645,mortgage,231600.08,30,2021-10-15,False,True,515.06,449.6565060381315,19.0,Male,Germany,18-25
LOAN_000820,CUST_001490,auto,29763.02,4,2022-03-04,True,False,751.37,39.61166935065281,19.0,Male,Germany,18-25
LOAN_000821,CUST_001115,auto,23448.81,5,2023-10-06,True,False,2272.76,10.317327830479242,30.0,Female,France,26-40
LOAN_000822,CUST_000870,personal,3576.62,2,2022-02-19,False,True,665.66,5.373043295376018,48.0,Female,Germany,41-60
LOAN_000823,CUST_001755,education,24208.04,15,2023-08-31,True,False,871.23,27.786049608025436,51.0,Male,Belgium,41-60
LOAN_000824,CUST_000268,business,124437.72,7,2023-11-23,False,True,1307.14,95.19846382177884,35.0,Male,Italy,26-40
LOAN_000825,CUST_000528,business,103580.58,7,2021-10-07,False,True,1074.0,96.44374301675978,55.0,Female,Austria,41-60
LOAN_000826,CUST_001240,personal,14042.47,3,2021-04-21,True,False,878.72,15.980596777130371,37.0,Female,France,26-40
LOAN_000827,CUST_001787,personal,5082.77,5,2023-09-15,False,True,1692.86,3.002475101307846,40.0,Male,Netherlands,41-60
LOAN_000828,CUST_000686,business,72024.42,7,2021-04-24,True,False,2591.86,27.78870000694482,48.0,Male,Belgium,41-60
LOAN_000829,CUST_001048,mortgage,335426.78,25,2022-04-20,False,True,1332.66,251.6971920820014,29.0,Female,Spain,26-40
LOAN_000830,CUST_001108,auto,7225.67,6,2023-01-11,True,False,588.34,12.281452901383553,47.0,Female,Italy,41-60
LOAN_000831,CUST_001543,personal,25667.44,4,2023-05-07,True,False,1641.69,15.634766612454237,33.0,Male,Italy,26-40
LOAN_000832,CUST_000819,mortgage,241553.92,25,2021-03-31,False,True,3355.8,71.98102389892126,49.0,Male,Italy,41-60
LOAN_000833,CUST_001780,education,14130.2,7,2022-06-10,True,False,1856.41,7.61157287452664,31.0,Female,Spain,26-40
LOAN_000834,CUST_000632,personal,16019.87,5,2021-08-18,True,False,2220.96,7.213038505871335,65.0,Male,Italy,60+
LOAN_000835,CUST_001208,personal,9841.39,5,2021-08-24,True,False,1566.14,6.283850741313036,49.0,Male,Spain,41-60
LOAN_000836,CUST_001482,education,16876.78,10,2023-02-14,False,True,1284.27,13.141146332157568,18.0,Male,Germany,18-25
LOAN_000837,CUST_001357,personal,3899.15,4,2022-08-23,True,False,2595.29,1.502394722747747,64.0,Female,Germany,60+
LOAN_000838,CUST_001585,mortgage,143035.07,25,2023-03-17,False,True,1460.53,97.93367476190151,34.0,Female,Germany,26-40
LOAN_000839,CUST_001413,mortgage,302977.17,30,2023-02-05,True,False,563.95,537.2411915949995,47.0,Male,France,41-60
LOAN_000840,CUST_059278,mortgage,239250.2,15,2022-02-19,True,False,,,,,,
LOAN_000841,CUST_001165,business,52488.84,10,2022-06-23,True,False,1535.5,34.18354933246499,72.0,Male,France,60+
LOAN_000842,CUST_000649,personal,12739.22,4,2021-04-24,True,False,1628.5,7.822671169788149,61.0,Female,France,60+
LOAN_000843,CUST_001931,auto,37757.0,6,2023-08-30,False,True,933.97,40.42635202415495,53.0,Male,Italy,41-60
LOAN_000844,CUST_001408,business,41102.9,5,2023-07-18,True,False,3524.83,11.660959535637181,44.0,Male,Italy,41-60
LOAN_000845,CUST_000553,personal,19270.41,2,2021-05-26,False,True,2048.76,9.405889416037017,46.0,Male,Netherlands,41-60
LOAN_000846,CUST_001888,mortgage,252876.5,15,2022-11-09,False,True,2470.76,102.34765821042917,49.0,Male,Germany,41-60
LOAN_000847,CUST_085321,mortgage,273268.62,30,2021-06-01,False,True,,,,,,
LOAN_000848,CUST_000330,mortgage,169759.9,30,2023-01-23,True,False,2259.38,75.13561242464746,28.0,Male,Belgium,26-40
LOAN_000849,CUST_000808,personal,17205.26,4,2022-12-24,True,False,1539.03,11.179288252990519,28.0,Male,Portugal,26-40
LOAN_000850,CUST_000144,personal,1000.0,3,2023-08-25,True,False,2028.18,0.49305288485242926,25.0,Female,Portugal,26-40
LOAN_000851,CUST_000702,business,89202.22,10,2022-01-25,True,False,1522.2,58.600854027066084,24.0,Female,France,18-25
LOAN_000852,CUST_000951,personal,15401.52,2,2023-05-13,True,False,2063.86,7.462482920353125,31.0,Female,Italy,26-40
LOAN_000853,CUST_000063,personal,25439.59,3,2021-09-20,False,True,1084.13,23.465442336251186,78.0,Male,France,60+
LOAN_000854,CUST_001608,business,24767.48,10,2021-12-11,True,False,2214.18,11.185847582400708,59.0,Female,Germany,41-60
LOAN_000855,CUST_001149,personal,24858.57,4,2021-06-15,True,False,681.63,36.46930152722151,38.0,Female,Germany,26-40
LOAN_000856,CUST_001025,mortgage,363487.18,25,2023-12-29,True,False,252.92,1437.1626601296853,34.0,Female,France,26-40
LOAN_000857,CUST_000983,business,70399.06,3,2021-08-14,True,False,594.82,118.3535523351602,27.0,Male,Spain,26-40
LOAN_000858,CUST_001270,mortgage,301339.29,30,2022-12-31,False,True,2493.43,120.85331852107338,37.0,Female,Germany,26-40
LOAN_000859,CUST_000210,personal,14905.28,3,2021-06-11,False,True,1293.09,11.526869746112027,40.0,Male,Italy,41-60
LOAN_000860,CUST_001190,mortgage,267907.14,20,2021-09-03,False,True,1680.34,159.43626885035172,27.0,Male,Germany,26-40
LOAN_000861,CUST_001309,personal,27222.74,3,2023-03-04,False,True,2450.02,11.11123174504698,50.0,Male,Spain,41-60
LOAN_000862,CUST_000312,mortgage,162495.15,30,2023-11-09,False,True,967.82,167.89811121902832,48.0,Female,Italy,41-60
LOAN_000863,CUST_001610,mortgage,519613.76,20,2023-11-06,True,False,1803.64,288.09172562152094,34.0,Other,Spain,26-40
LOAN_000864,CUST_001129,mortgage,124379.83,30,2021-06-04,False,True,767.79,161.9971997551414,37.0,Female,Italy,26-40
LOAN_000865,CUST_000480,personal,19168.7,5,2023-10-15,True,False,540.84,35.44245987722802,29.0,Male,Germany,26-40
LOAN_000866,CUST_022187,education,38746.43,10,2023-04-20,True,False,,,,,,
LOAN_000867,CUST_000565,personal,18633.85,2,2023-12-20,True,False,564.82,32.990775822385885,39.0,Male,Belgium,26-40
LOAN_000868,CUST_001966,business,50901.96,3,2022-04-08,False,True,1107.44,45.96362782633822,44.0,Male,Portugal,41-60
LOAN_000869,CUST_001955,mortgage,141105.8,25,2023-08-20,True,False,628.33,224.57275635414507,48.0,Male,France,41-60
LOAN_000870,CUST_000299,mortgage,172960.84,30,2022-07-14,True,False,1774.81,97.45315836624765,19.0,Female,France,18-25
LOAN_000871,CUST_000595,personal,13064.24,3,2022-08-24,True,False,1834.6,7.121029107162324,39.0,Male,Italy,26-40
LOAN_000872,CUST_001535,mortgage,161408.11,30,2023-07-01,False,True,1525.99,105.77271803878138,25.0,Female,Germany,26-40
LOAN_000873,CUST_000638,auto,18944.28,6,2023-09-01,False,True,1171.61,16.16944204982887,31.0,Male,France,26-40
LOAN_000874,CUST_000908,mortgage,255206.63,20,2021-12-01,False,True,2643.69,96.53424947705669,52.0,Male,Germany,41-60
LOAN_000875,CUST_001561,mortgage,122563.39,30,2022-10-20,False,True,1676.92,73.08839419888844,36.0,Male,Italy,26-40
LOAN_000876,CUST_001949,mortgage,348882.56,15,2022-12-06,True,False,363.38,960.1039132588475,53.0,Male,Germany,41-60
LOAN_000877,CUST_000960,education,26568.57,10,2023-02-08,True,False,789.43,33.65538426459597,48.0,Male,Germany,41-60
LOAN_000878,CUST_001110,business,183316.63,7,2021-12-13,True,False,1760.58,104.12286292017404,58.0,Female,Austria,41-60
LOAN_000879,CUST_001033,education,32147.0,5,2022-04-03,False,True,2301.83,13.965844567148748,33.0,Male,Germany,26-40
LOAN_000880,CUST_000595,education,24259.41,10,2021-03-10,False,True,1834.6,13.223269377520985,39.0,Male,Italy,26-40
LOAN_000881,CUST_001939,education,39487.87,10,2023-05-04,True,False,679.76,58.090899729316234,55.0,Female,Belgium,41-60
LOAN_000882,CUST_001643,education,36062.21,10,2021-05-10,True,False,1265.34,28.500015806028422,25.0,Female,Spain,26-40
LOAN_000883,CUST_001124,business,23354.34,5,2023-09-26,True,False,1538.0,15.184876462938881,54.0,Female,Austria,41-60
LOAN_000884,CUST_001258,personal,19844.62,3,2023-11-22,True,False,608.61,32.60646390956442,72.0,Male,France,60+
LOAN_000885,CUST_000522,personal,23103.96,4,2023-09-29,True,False,629.1,36.72541726275632,47.0,Male,France,41-60
LOAN_000886,CUST_000164,personal,19943.11,4,2022-05-11,True,False,2963.56,6.729443642106116,52.0,Female,Italy,41-60
LOAN_000887,CUST_000395,auto,32015.9,5,2021-09-21,False,True,1582.33,20.233390000821576,49.0,Male,France,41-60
LOAN_000888,CUST_000750,personal,20250.14,3,2023-02-07,True,False,1189.66,17.02178773767295,20.0,Male,Spain,18-25
LOAN_000889,CUST_001521,personal,13531.47,5,2021-08-07,False,True,1204.15,11.237362454843664,23.0,Male,Italy,18-25
LOAN_000890,CUST_000269,personal,7761.25,4,2023-10-31,True,False,4485.25,1.7303940694498634,47.0,Female,Belgium,41-60
LOAN_000891,CUST_001268,auto,32627.16,6,2022-12-20,False,True,948.24,34.4081245254366,32.0,Male,Belgium,26-40
LOAN_000892,CUST_000325,auto,14795.12,4,2021-01-01,True,False,476.94,31.020925063949345,28.0,Male,Netherlands,26-40
LOAN_000893,CUST_000559,business,149040.37,7,2022-07-22,False,True,193.9,768.6455389375966,24.0,Male,Spain,18-25
LOAN_000894,CUST_001945,mortgage,288109.37,30,2023-10-08,False,True,1586.07,181.64984521490226,25.0,Male,Germany,26-40
LOAN_000895,CUST_001898,personal,13638.39,2,2022-10-28,True,False,1233.0,11.061143552311435,46.0,Female,Germany,41-60
LOAN_000896,CUST_001921,personal,18693.83,5,2022-11-30,False,True,1274.26,14.67034200241709,28.0,Female,Portugal,26-40
LOAN_000897,CUST_001487,mortgage,405718.35,25,2021-03-25,False,True,1638.33,247.64140923989672,24.0,Female,Netherlands,18-25
LOAN_000898,CUST_001758,personal,25203.31,4,2023-12-14,True,False,1292.4,19.501168368926027,52.0,Male,Spain,41-60
LOAN_000899,CUST_000852,business,81240.03,5,2023-06-16,False,True,1068.0,76.06744382022472,34.0,Female,France,26-40
LOAN_000900,CUST_001539,business,62463.1,10,2023-06-17,False,True,1978.33,31.573650503202195,43.0,Female,Germany,41-60
LOAN_000901,CUST_000249,personal,14638.3,5,2021-01-28,False,True,2644.96,5.534412618716351,40.0,Male,Netherlands,41-60
LOAN_000902,CUST_000341,auto,13132.01,3,2023-10-23,False,True,1732.59,7.579410016218494,77.0,Female,Italy,60+
LOAN_000903,CUST_000672,business,52202.97,3,2023-01-09,True,False,459.05,113.71957303126021,29.0,Female,Belgium,26-40
LOAN_000904,CUST_001708,auto,32595.42,5,2022-02-10,True,False,624.77,52.17187124861949,29.0,Female,Spain,26-40
LOAN_000905,CUST_000501,personal,1000.0,4,2021-02-23,False,True,3505.52,0.28526438303019236,54.0,Female,Germany,41-60
LOAN_000906,CUST_001284,mortgage,84996.37,20,2021-02-14,False,True,5200.46,16.3440099529657,48.0,Male,Belgium,41-60
LOAN_000907,CUST_001766,auto,29140.53,5,2022-04-20,False,True,898.94,32.41654615435957,22.0,Male,Spain,18-25
LOAN_000908,CUST_001747,business,111093.49,7,2023-02-08,True,False,1934.24,57.435214864753085,21.0,Female,Belgium,18-25
LOAN_000909,CUST_001198,personal,11718.43,4,2022-10-03,False,True,1140.02,10.279144225539904,34.0,Male,Italy,26-40
LOAN_000910,CUST_033781,mortgage,155665.63,15,2023-07-21,False,True,,,,,,
LOAN_000911,CUST_000233,auto,7160.77,4,2023-07-06,True,False,1508.76,4.746129271719823,43.0,Male,Italy,41-60
LOAN_000912,CUST_001603,auto,20493.82,7,2022-03-28,True,False,1101.9,18.598620564479532,39.0,Female,Germany,26-40
LOAN_000913,CUST_001996,personal,10084.95,2,2022-12-31,False,True,755.69,13.345353253318159,23.0,Male,France,18-25
LOAN_000914,CUST_000362,mortgage,149396.02,30,2022-02-25,True,False,1395.52,107.05401570740655,18.0,Male,France,18-25
LOAN_000915,CUST_000025,auto,28361.87,5,2022-12-14,False,True,984.88,28.79728494842011,25.0,Female,Germany,26-40
LOAN_000916,CUST_000790,personal,22213.58,5,2021-01-31,False,True,719.93,30.855194254997016,66.0,Male,Italy,60+
LOAN_000917,CUST_000174,mortgage,288475.56,25,2022-04-09,False,True,1530.72,188.4574317968015,30.0,Female,Spain,26-40
LOAN_000918,CUST_001063,personal,18350.05,5,2021-01-22,True,False,1291.72,14.205903756232,34.0,Female,Germany,26-40
LOAN_000919,CUST_000718,mortgage,160868.89,20,2023-12-13,False,True,1229.37,130.85473860595266,41.0,Female,Portugal,41-60
LOAN_000920,CUST_001732,personal,22928.78,5,2023-07-01,True,False,1745.17,13.138422044843768,51.0,Male,Spain,41-60
LOAN_000921,CUST_001992,personal,5919.15,4,2021-07-19,False,True,631.39,9.374792125310822,39.0,Female,Germany,26-40
LOAN_000922,CUST_000227,personal,12302.96,3,2021-08-18,True,False,2363.26,5.205927405363776,34.0,Male,Austria,26-40
LOAN_000923,CUST_000240,mortgage,290363.46,25,2021-04-09,False,True,1214.25,239.12988264360717,38.0,Male,Netherlands,26-40
LOAN_000924,CUST_001190,personal,19624.31,4,2023-11-22,True,False,1680.34,11.67877334349001,27.0,Male,Germany,26-40
LOAN_000925,CUST_001102,mortgage,292859.82,25,2022-02-10,True,False,880.06,332.7725609617526,19.0,Male,France,18-25
LOAN_000926,CUST_001142,business,65027.42,7,2023-06-05,False,True,1475.67,44.066369852338255,41.0,Male,Germany,41-60
LOAN_000927,CUST_000722,mortgage,254171.09,30,2023-09-06,True,False,1042.73,243.75542086637958,53.0,Female,Germany,41-60
LOAN_000928,CUST_000021,auto,22769.26,3,2022-08-20,True,False,1263.79,18.016648335562078,49.0,Female,Germany,41-60
LOAN_000929,CUST_000646,auto,17007.93,5,2022-01-21,True,False,1421.67,11.963345924159615,35.0,Female,Germany,26-40
LOAN_000930,CUST_000646,mortgage,392429.77,30,2023-11-30,False,True,1421.67,276.03436099798125,35.0,Female,Germany,26-40
LOAN_000931,CUST_001767,mortgage,286220.94,15,2023-10-21,True,False,2466.26,116.05464955033126,32.0,Male,Germany,26-40
LOAN_000932,CUST_000026,mortgage,338887.19,30,2021-04-03,True,False,1193.93,283.8417578920037,34.0,Other,Germany,26-40
LOAN_000933,CUST_000342,mortgage,284745.87,30,2021-11-16,True,False,1351.22,210.7324269919036,28.0,Male,Germany,26-40
LOAN_000934,CUST_000552,personal,1000.0,2,2021-01-31,True,False,903.31,1.1070396652312053,31.0,Male,Germany,26-40
LOAN_000935,CUST_000498,business,116035.62,7,2021-04-22,False,True,1448.98,80.0808982870709,23.0,Male,Spain,18-25
LOAN_000936,CUST_000987,education,8473.38,15,2023-04-14,True,False,1791.41,4.730005972948682,37.0,Female,Netherlands,26-40
LOAN_000937,CUST_001357,education,47017.66,7,2022-12-07,True,False,2595.29,18.116534183077807,64.0,Female,Germany,60+
LOAN_000938,CUST_001217,education,21279.26,5,2023-09-25,True,False,1491.97,14.26252538589918,32.0,Female,Germany,26-40
LOAN_000939,CUST_001419,mortgage,271429.6,20,2022-06-30,False,True,1010.93,268.49495019437546,32.0,Female,Netherlands,26-40
LOAN_000940,CUST_001447,personal,1000.0,5,2023-06-18,False,True,1555.44,0.6429049015069691,27.0,Female,Austria,26-40
LOAN_000941,CUST_000312,personal,20713.71,5,2022-05-16,True,False,967.82,21.40244053646339,48.0,Female,Italy,41-60
LOAN_000942,CUST_001818,personal,19264.26,5,2022-09-28,False,True,2366.73,8.139610348455463,41.0,Female,Spain,41-60
LOAN_000943,CUST_001962,personal,20325.87,5,2023-01-16,True,False,2472.04,8.222306273361273,65.0,Male,Spain,60+
LOAN_000944,CUST_001949,personal,12643.96,5,2021-04-29,False,True,363.38,34.795420771644004,53.0,Male,Germany,41-60
LOAN_000945,CUST_001618,business,118783.1,5,2023-10-24,True,False,637.02,186.46682992684688,21.0,Female,Germany,18-25
LOAN_000946,CUST_001655,personal,30943.03,3,2021-04-26,True,False,1971.45,15.695569251058865,24.0,Female,Netherlands,18-25
LOAN_000947,CUST_000501,mortgage,192581.95,20,2022-12-20,True,False,3505.52,54.93677114950136,54.0,Female,Germany,41-60
LOAN_000948,CUST_001057,personal,14547.95,2,2022-02-01,True,False,456.1,31.896404297303224,56.0,Male,Belgium,41-60
LOAN_000949,CUST_001272,personal,3971.32,2,2023-08-23,False,True,783.2,5.070633299284984,29.0,Female,Germany,26-40
LOAN_000950,CUST_001875,mortgage,369300.38,15,2023-08-10,True,False,1381.59,267.30099378252595,58.0,Female,France,41-60
LOAN_000951,CUST_001789,personal,17039.2,3,2022-08-01,True,False,2432.1,7.005961925907652,35.0,Male,Belgium,26-40
LOAN_000952,CUST_000323,education,42572.03,15,2022-12-05,True,False,670.52,63.49106663485056,55.0,Male,Italy,41-60
LOAN_000953,CUST_001487,auto,26370.25,3,2023-05-30,True,False,1638.33,16.095810978252246,24.0,Female,Netherlands,18-25
