loan_id,customer_id,loan_type,loan_amount,repayment_term,application_date,approved
LOAN_000408,CUST_001272,personal,16989.63,3,2022-04-26,True
LOAN_000409,CUST_000773,mortgage,175122.88,30,2023-01-17,True
LOAN_000410,CUST_001794,business,169553.81,7,2022-02-15,True
LOAN_000411,CUST_000144,personal,6355.95,3,2022-02-26,True
LOAN_000412,CUST_000789,auto,20433.88,4,2022-01-19,True
LOAN_000413,CUST_001643,mortgage,299563.17,20,2022-05-09,False
LOAN_000414,CUST_001386,personal,9454.24,3,2023-09-08,False
LOAN_000415,CUST_001050,mortgage,213187.81,25,2023-06-28,True
LOAN_000416,CUST_001860,auto,14721.45,6,2023-01-16,True
LOAN_000417,CUST_000444,mortgage,368294.6,15,2022-02-21,False
LOAN_000418,CUST_001651,mortgage,60742.75,20,2023-10-28,False
LOAN_000419,CUST_000939,personal,12253.76,4,2023-05-14,True
LOAN_000420,CUST_000537,education,32864.01,7,2021-03-17,True
LOAN_000421,CUST_000619,education,20472.16,10,2023-05-17,True
LOAN_000422,CUST_001317,personal,34496.37,5,2021-11-14,False
LOAN_000423,CUST_000815,mortgage,236352.13,25,2021-08-03,True
LOAN_000424,CUST_000472,mortgage,338877.14,25,2022-07-29,False
LOAN_000425,CUST_000848,business,95708.97,5,2023-08-07,True
LOAN_000426,CUST_001443,personal,9263.51,3,2022-11-10,True
LOAN_000427,CUST_000561,mortgage,391953.1,20,2021-12-19,False
LOAN_000428,CUST_001130,mortgage,256404.68,25,2023-01-30,False
LOAN_000429,CUST_001614,personal,5025.44,3,2022-02-23,True
LOAN_000430,CUST_000341,mortgage,50000.0,15,2022-12-14,True
LOAN_000431,CUST_000927,personal,19716.64,4,2021-10-08,True
LOAN_000432,CUST_001827,education,5000.0,15,2021-10-14,True
LOAN_000433,CUST_001183,mortgage,50000.0,20,2021-08-23,False
LOAN_000434,CUST_001239,auto,29971.96,5,2021-01-29,True
LOAN_000435,CUST_001054,personal,3020.4,3,2021-04-20,False
LOAN_000436,CUST_001422,mortgage,212800.73,25,2022-05-02,True
LOAN_000437,CUST_001945,mortgage,353575.44,15,2023-01-24,True
LOAN_000438,CUST_000610,personal,3998.73,5,2021-03-22,True
LOAN_000439,CUST_001222,business,70853.95,7,2021-04-03,True
LOAN_000440,CUST_001776,auto,28662.51,6,2021-09-04,False
LOAN_000441,CUST_000502,auto,22606.21,4,2022-08-17,False
LOAN_000442,CUST_000167,mortgage,238614.04,15,2022-11-26,True
LOAN_000443,CUST_000119,mortgage,328064.82,20,2021-05-31,True
LOAN_000444,CUST_000022,mortgage,177020.01,30,2022-12-31,False
LOAN_000445,CUST_000113,personal,6583.82,3,2023-05-10,False
LOAN_000446,CUST_000632,education,23789.88,15,2023-07-14,True
LOAN_000447,CUST_001139,personal,12840.8,3,2023-04-17,True
LOAN_000448,CUST_000726,mortgage,283260.31,30,2022-09-27,True
LOAN_000449,CUST_001720,business,67468.26,3,2023-06-08,False
LOAN_000450,CUST_001243,business,54587.76,5,2021-12-09,False
LOAN_000451,CUST_001465,personal,23358.68,5,2023-05-08,False
LOAN_000452,CUST_025752,personal,19534.44,2,2023-06-07,False
LOAN_000453,CUST_000939,personal,12212.9,3,2021-01-29,True
LOAN_000454,CUST_000089,auto,27709.17,6,2021-04-26,True
LOAN_000455,CUST_001012,education,16290.1,7,2023-11-28,True
LOAN_000456,CUST_001669,mortgage,225159.51,30,2021-02-25,False
LOAN_000457,CUST_001599,personal,23179.93,2,2022-09-15,True
LOAN_000458,CUST_001878,business,41990.79,5,2021-06-07,False
LOAN_000459,CUST_000080,personal,24459.55,3,2023-07-26,True
LOAN_000460,CUST_001426,personal,27646.6,4,2021-07-04,True
LOAN_000461,CUST_001926,personal,19332.9,5,2023-08-18,False
LOAN_000462,CUST_000646,education,41369.82,10,2023-01-20,True
LOAN_000463,CUST_000335,personal,28620.79,4,2021-01-22,True
LOAN_000464,CUST_000315,mortgage,261185.74,20,2023-06-17,False
LOAN_000465,CUST_001752,auto,9744.69,3,2022-07-21,True
LOAN_000466,CUST_001921,mortgage,50000.0,15,2023-11-19,False
LOAN_000467,CUST_000790,business,10000.0,3,2023-06-21,False
LOAN_000468,CUST_001992,mortgage,273732.57,25,2022-12-20,True
LOAN_000469,CUST_000027,auto,29794.5,5,2022-08-31,True
LOAN_000470,CUST_001877,personal,4683.04,2,2023-10-17,True
LOAN_000471,CUST_000318,mortgage,81584.92,20,2023-11-09,True
LOAN_000472,CUST_000057,auto,18244.11,6,2021-04-04,True
LOAN_000473,CUST_000972,auto,28268.12,4,2022-07-06,False
LOAN_000474,CUST_000397,mortgage,366110.88,20,2022-12-05,True
LOAN_000475,CUST_001851,education,32920.33,7,2022-05-03,True
LOAN_000476,CUST_000616,personal,14389.44,4,2021-11-24,True
LOAN_000477,CUST_000962,personal,8806.41,3,2021-03-21,True
LOAN_000478,CUST_000502,auto,36836.02,5,2021-08-20,False
LOAN_000479,CUST_001511,business,87808.81,5,2023-11-15,True
LOAN_000480,CUST_000469,auto,8355.92,5,2021-09-28,True
LOAN_000481,CUST_001854,education,16948.6,7,2023-10-13,True
LOAN_000482,CUST_000252,mortgage,217985.13,30,2023-07-12,True
LOAN_000483,CUST_000222,auto,38152.39,5,2022-09-25,False
LOAN_000484,CUST_001297,business,58721.7,7,2022-07-28,False
LOAN_000485,CUST_000142,mortgage,114379.99,30,2023-09-15,True
LOAN_000486,CUST_000888,business,10000.0,7,2022-11-14,True
LOAN_000487,CUST_001711,personal,29247.54,2,2023-01-15,False
LOAN_000488,CUST_001951,auto,20020.24,6,2021-12-25,True
LOAN_000489,CUST_001467,personal,11766.51,3,2022-01-28,True
LOAN_000490,CUST_001196,personal,28449.24,2,2022-09-18,True
LOAN_000491,CUST_000027,auto,25297.06,4,2023-10-20,True
LOAN_000492,CUST_000535,mortgage,166478.61,20,2021-11-23,False
LOAN_000493,CUST_000759,mortgage,184421.8,30,2021-03-01,False
LOAN_000494,CUST_000520,auto,34032.6,6,2021-11-06,True
LOAN_000495,CUST_000601,mortgage,229528.67,25,2021-06-15,True
LOAN_000496,CUST_000210,mortgage,176759.21,30,2021-10-20,False
LOAN_000497,CUST_000934,personal,29972.39,2,2022-05-28,False
LOAN_000498,CUST_000616,education,28194.34,15,2021-10-13,True
LOAN_000499,CUST_001532,personal,28053.19,3,2021-07-13,True
LOAN_000500,CUST_000974,personal,18456.89,2,2022-04-07,True
LOAN_000501,CUST_000771,personal,7404.71,3,2022-07-02,True
LOAN_000502,CUST_000598,personal,14489.99,3,2023-03-13,False
LOAN_000503,CUST_001963,business,139491.57,5,2023-03-22,False
LOAN_000504,CUST_001368,mortgage,204276.55,30,2021-01-09,False
LOAN_000505,CUST_000516,auto,29050.17,6,2021-04-26,False
LOAN_000506,CUST_000303,personal,3283.06,3,2021-05-27,True
LOAN_000507,CUST_000906,personal,18811.43,3,2023-12-07,True
LOAN_000508,CUST_001870,business,93398.04,5,2022-11-09,False
LOAN_000509,CUST_000640,personal,10360.19,2,2023-07-07,True
LOAN_000510,CUST_001131,mortgage,540670.77,15,2022-08-12,False
LOAN_000511,CUST_000222,personal,16025.45,2,2021-10-08,True
LOAN_000512,CUST_001477,auto,56820.49,5,2023-01-24,True
LOAN_000513,CUST_001862,auto,36623.96,3,2021-03-08,True
LOAN_000514,CUST_001102,education,9496.06,10,2022-10-05,True
LOAN_000515,CUST_001239,auto,27477.59,5,2021-05-24,False
LOAN_000516,CUST_001238,mortgage,410108.22,30,2021-06-22,False
LOAN_000517,CUST_001571,business,65676.05,3,2023-08-30,True
LOAN_000518,CUST_000287,business,145208.89,5,2021-09-27,True
LOAN_000519,CUST_001575,auto,32391.23,3,2023-06-27,True
LOAN_000520,CUST_001662,personal,14375.33,2,2021-10-13,True
LOAN_000521,CUST_001049,mortgage,416634.35,20,2021-09-22,False
LOAN_000522,CUST_000070,education,10056.78,15,2021-08-30,False
LOAN_000523,CUST_001661,mortgage,398908.32,25,2022-05-10,False
LOAN_000524,CUST_001754,mortgage,429703.96,15,2023-04-02,True
LOAN_000525,CUST_001647,auto,40304.68,3,2021-04-27,True
LOAN_000526,CUST_001246,personal,18603.84,3,2022-07-06,True
LOAN_000527,CUST_000815,personal,20138.29,3,2023-01-28,False
LOAN_000528,CUST_001834,personal,16410.78,2,2021-04-24,True
LOAN_000529,CUST_001511,auto,35149.3,6,2023-03-16,True
LOAN_000530,CUST_000245,business,71085.18,3,2023-12-23,True
LOAN_000531,CUST_000252,auto,28326.72,3,2022-01-27,True
LOAN_000532,CUST_000160,education,34106.27,10,2022-12-01,True
LOAN_000533,CUST_001241,mortgage,300075.07,30,2023-07-06,False
LOAN_000534,CUST_000982,business,79516.63,10,2021-02-14,True
LOAN_000535,CUST_000732,mortgage,235015.42,25,2022-03-07,False
LOAN_000536,CUST_000864,mortgage,312500.78,25,2022-08-19,False
LOAN_000537,CUST_000263,mortgage,265798.05,25,2021-03-04,False
LOAN_000538,CUST_001634,auto,18524.94,3,2023-12-31,False
LOAN_000539,CUST_001585,auto,23416.09,4,2021-08-12,True
LOAN_000540,CUST_001222,personal,2356.18,2,2021-08-26,True
LOAN_000541,CUST_000360,personal,20311.7,2,2023-09-06,True
LOAN_000542,CUST_000978,personal,1267.17,2,2021-12-21,True
LOAN_000543,CUST_000307,business,56043.84,3,2023-01-17,True
LOAN_000544,CUST_000652,mortgage,217583.3,30,2023-05-26,True
LOAN_000545,CUST_001334,business,35991.57,7,2023-03-25,True
LOAN_000546,CUST_000104,mortgage,74357.89,20,2023-04-23,False
LOAN_000547,CUST_000591,personal,19721.41,4,2021-07-28,False
LOAN_000548,CUST_000884,education,13329.01,7,2021-06-13,True
LOAN_000549,CUST_000533,mortgage,144540.24,25,2023-04-03,True
LOAN_000550,CUST_000010,mortgage,262161.33,25,2022-12-19,False
LOAN_000551,CUST_000184,mortgage,344286.71,25,2021-03-02,True
LOAN_000552,CUST_001840,business,148730.62,7,2022-12-25,False
LOAN_000553,CUST_000184,auto,37763.02,7,2023-12-14,True
LOAN_000554,CUST_001971,auto,20091.74,4,2022-02-21,True
LOAN_000555,CUST_001629,personal,8357.51,5,2021-11-06,True
LOAN_000556,CUST_000542,auto,36944.29,4,2021-09-07,True
LOAN_000557,CUST_001624,personal,27568.04,5,2022-06-04,False
LOAN_000558,CUST_000220,auto,19785.17,3,2023-06-18,True
LOAN_000559,CUST_000009,business,76239.15,5,2023-10-28,False
LOAN_000560,CUST_001295,auto,22685.02,4,2021-01-03,False
LOAN_000561,CUST_000952,education,33181.39,15,2021-01-18,False
LOAN_000562,CUST_000291,education,20075.3,5,2022-10-03,True
LOAN_000563,CUST_000287,personal,12015.39,3,2021-02-11,True
LOAN_000564,CUST_001844,mortgage,341087.92,25,2023-11-21,True
LOAN_000565,CUST_000306,mortgage,162782.09,20,2022-01-17,True
LOAN_000566,CUST_000283,mortgage,293315.82,30,2022-04-21,False
LOAN_000567,CUST_000916,auto,27170.02,5,2021-01-11,False
LOAN_000568,CUST_000286,auto,29023.31,7,2022-05-25,True
LOAN_000569,CUST_001604,auto,15049.46,4,2023-09-26,True
LOAN_000570,CUST_001948,auto,22181.44,4,2023-03-19,False
LOAN_000571,CUST_001142,personal,20604.78,3,2021-11-29,True
LOAN_000572,CUST_001778,personal,19011.09,4,2022-08-25,True
LOAN_000573,CUST_001071,personal,9181.57,5,2023-04-27,False
LOAN_000574,CUST_001745,mortgage,391509.32,30,2021-08-05,True
LOAN_000575,CUST_000197,personal,19118.51,2,2021-09-19,False
LOAN_000576,CUST_000146,personal,12200.64,4,2021-04-06,False
LOAN_000577,CUST_001047,mortgage,243482.25,25,2023-03-19,True
LOAN_000578,CUST_001051,personal,18428.65,5,2022-09-10,True
LOAN_000579,CUST_001889,mortgage,313989.83,30,2021-10-31,False
LOAN_000580,CUST_000218,education,34581.31,5,2022-03-20,True
LOAN_000581,CUST_001487,personal,16782.79,3,2022-03-20,True
LOAN_000582,CUST_000818,auto,39166.49,7,2023-09-21,True
LOAN_000583,CUST_001755,mortgage,413559.94,30,2023-07-20,False
LOAN_000584,CUST_001778,mortgage,333228.03,25,2021-03-03,False
LOAN_000585,CUST_001098,auto,18681.51,5,2021-05-24,True
LOAN_000586,CUST_001009,mortgage,353683.23,30,2022-03-24,False
LOAN_000587,CUST_001822,mortgage,313708.09,15,2023-01-31,True
LOAN_000588,CUST_001138,mortgage,314685.59,30,2022-01-08,False
LOAN_000589,CUST_001215,personal,28218.04,3,2022-08-19,True
LOAN_000590,CUST_000627,mortgage,194120.56,15,2022-06-28,False
LOAN_000591,CUST_000920,mortgage,306898.77,30,2021-09-28,False
LOAN_000592,CUST_001900,business,10000.0,3,2021-03-28,True
LOAN_000593,CUST_000335,mortgage,227848.8,30,2022-11-21,True
LOAN_000594,CUST_000883,personal,3683.02,4,2023-03-22,True
LOAN_000595,CUST_001718,personal,15723.04,4,2022-11-08,True
LOAN_000596,CUST_000444,personal,3822.86,4,2022-12-31,False
LOAN_000597,CUST_001098,auto,33729.52,5,2023-03-29,True
LOAN_000598,CUST_000666,auto,19999.99,7,2023-11-24,False
LOAN_000599,CUST_000297,personal,13293.17,3,2021-11-24,True
LOAN_000600,CUST_001914,mortgage,290410.87,15,2022-11-29,True
LOAN_000601,CUST_000937,auto,19548.21,4,2023-12-19,True
LOAN_000602,CUST_000828,mortgage,289582.8,30,2022-04-13,False
LOAN_000603,CUST_000707,personal,11228.5,3,2023-01-24,True
LOAN_000604,CUST_001453,business,75260.33,5,2022-01-07,True
LOAN_000605,CUST_000199,auto,14181.91,6,2022-08-19,False
LOAN_000606,CUST_000481,personal,21476.55,2,2022-01-11,True
LOAN_000607,CUST_000564,personal,18674.72,2,2023-08-15,False
LOAN_000608,CUST_001739,mortgage,236415.58,30,2022-06-06,True
LOAN_000609,CUST_001868,mortgage,257076.82,25,2022-06-28,True
LOAN_000610,CUST_001447,mortgage,129218.36,30,2021-12-26,True
LOAN_000611,CUST_000944,personal,15034.12,3,2021-11-25,True
LOAN_000612,CUST_000066,auto,16776.73,3,2022-04-08,True
LOAN_000613,CUST_001469,personal,22267.82,3,2022-02-13,True
LOAN_000614,CUST_001070,auto,27097.26,5,2022-09-10,True
LOAN_000615,CUST_054443,mortgage,356233.47,20,2021-03-13,True
LOAN_000616,CUST_000357,education,21444.27,7,2021-03-03,True
LOAN_000617,CUST_000426,education,5000.0,5,2021-03-22,True
LOAN_000618,CUST_000964,mortgage,435534.0,20,2023-06-09,False
LOAN_000619,CUST_000801,personal,3275.6,2,2022-07-21,False
LOAN_000620,CUST_000726,auto,30157.12,5,2022-05-21,False
LOAN_000621,CUST_001944,auto,34381.09,5,2022-12-16,True
LOAN_000622,CUST_001283,mortgage,156682.69,20,2022-10-19,False
LOAN_000623,CUST_001025,personal,1243.24,3,2021-02-11,True
LOAN_000624,CUST_001031,auto,34362.18,7,2023-05-04,True
LOAN_000625,CUST_001281,personal,25645.87,3,2021-08-19,False
LOAN_000626,CUST_000735,mortgage,139591.75,30,2021-09-13,False
LOAN_000627,CUST_000328,mortgage,214857.55,20,2023-07-21,False
LOAN_000628,CUST_000300,mortgage,50000.0,30,2022-07-11,False
LOAN_000629,CUST_001130,auto,20081.01,4,2022-04-05,True
LOAN_000630,CUST_000470,auto,26435.83,4,2022-01-18,True
LOAN_000631,CUST_001984,mortgage,156750.57,30,2021-10-08,False
LOAN_000632,CUST_001172,auto,13198.9,6,2022-02-23,True
LOAN_000633,CUST_000031,auto,25786.0,4,2022-08-19,False
LOAN_000634,CUST_001014,personal,15001.77,2,2021-04-12,True
LOAN_000635,CUST_001838,personal,10062.97,3,2023-01-23,True
LOAN_000636,CUST_001811,personal,11959.08,5,2022-02-14,True
LOAN_000637,CUST_001141,auto,33917.66,5,2022-07-17,False
LOAN_000638,CUST_001340,auto,26362.16,7,2022-11-22,True
LOAN_000639,CUST_001236,auto,7459.88,7,2023-04-05,True
LOAN_000640,CUST_001535,mortgage,354492.06,25,2021-07-25,False
LOAN_000641,CUST_000972,personal,11788.75,4,2023-11-02,True
LOAN_000642,CUST_001076,auto,21591.5,4,2023-11-13,True
LOAN_000643,CUST_000119,personal,12324.26,4,2021-11-19,True
LOAN_000644,CUST_000868,business,115162.17,3,2021-07-01,True
LOAN_000645,CUST_001021,mortgage,453024.36,30,2023-03-07,False
LOAN_000646,CUST_000631,mortgage,398589.85,25,2021-07-28,True
LOAN_000647,CUST_001194,auto,32733.68,4,2022-07-06,True
LOAN_000648,CUST_001986,personal,10130.66,5,2022-11-14,True
LOAN_000649,CUST_001402,mortgage,331990.19,25,2021-04-04,False
LOAN_000650,CUST_000983,auto,18792.04,7,2021-09-09,True
LOAN_000651,CUST_001263,mortgage,179876.33,30,2021-06-14,True
LOAN_000652,CUST_000435,personal,4045.57,3,2023-12-08,True
LOAN_000653,CUST_001408,mortgage,353005.88,25,2023-02-25,True
LOAN_000654,CUST_000303,auto,40717.59,5,2023-04-01,True
LOAN_000655,CUST_000387,personal,7242.7,2,2023-11-13,True
LOAN_000656,CUST_000205,business,76982.35,7,2021-04-14,True
LOAN_000657,CUST_000481,auto,25974.43,3,2021-02-08,True
LOAN_000658,CUST_000411,business,17551.28,7,2023-12-31,True
LOAN_000659,CUST_001819,business,87343.8,5,2022-10-07,False
LOAN_000660,CUST_000087,personal,14063.13,3,2021-06-30,True
LOAN_000661,CUST_001532,education,26030.21,15,2023-05-31,True
LOAN_000662,CUST_000191,personal,7704.41,3,2021-05-05,False
LOAN_000663,CUST_001955,personal,16953.48,2,2022-08-07,True
LOAN_000664,CUST_000852,personal,14635.6,4,2023-03-20,True
LOAN_000665,CUST_000179,personal,13336.45,5,2023-11-24,True
LOAN_000666,CUST_001655,business,68732.71,7,2021-01-30,True
LOAN_000667,CUST_001812,business,152684.47,5,2021-06-11,True
LOAN_000668,CUST_087791,business,78435.0,5,2021-01-22,True
LOAN_000669,CUST_000193,mortgage,207839.67,25,2023-07-08,False
LOAN_000670,CUST_001650,business,10000.0,10,2021-06-06,False
LOAN_000671,CUST_000586,mortgage,219629.95,30,2022-06-02,True
LOAN_000672,CUST_001782,personal,10740.01,3,2023-06-18,True
LOAN_000673,CUST_000171,education,59884.49,5,2022-04-22,False
LOAN_000674,CUST_000010,mortgage,204490.13,30,2023-05-13,False
LOAN_000675,CUST_000015,personal,8500.89,3,2021-07-06,False
LOAN_000676,CUST_001453,auto,21030.77,3,2021-04-13,False
LOAN_000677,CUST_000623,auto,8522.94,4,2023-11-23,True
LOAN_000678,CUST_000915,auto,20641.56,5,2023-10-04,True
LOAN_000679,CUST_000918,mortgage,267083.3,30,2021-05-19,True
LOAN_000680,CUST_001472,personal,20646.4,4,2023-12-01,True
LOAN_000681,CUST_000410,mortgage,145427.03,20,2021-06-08,True
LOAN_000682,CUST_000801,business,13140.46,5,2021-01-26,True
LOAN_000683,CUST_000167,mortgage,151239.01,25,2022-05-26,True
LOAN_000684,CUST_000097,business,63389.66,7,2022-12-03,True
LOAN_000685,CUST_000306,business,81476.14,5,2022-02-11,True
LOAN_000686,CUST_000643,education,52237.36,7,2023-08-31,True
LOAN_000687,CUST_000978,personal,18081.6,5,2022-11-02,False
LOAN_000688,CUST_000934,business,17284.73,5,2023-09-04,False
LOAN_000689,CUST_000980,mortgage,71888.61,15,2023-05-28,False
LOAN_000690,CUST_024093,auto,20294.54,4,2022-05-15,True
LOAN_000691,CUST_053705,mortgage,121118.46,30,2022-09-16,True
LOAN_000692,CUST_000125,mortgage,50000.0,15,2021-10-09,False
LOAN_000693,CUST_001610,auto,21624.84,5,2021-03-09,True
LOAN_000694,CUST_000995,mortgage,302284.94,20,2021-02-07,True
LOAN_000695,CUST_000069,mortgage,93419.81,15,2023-05-24,False
LOAN_000696,CUST_000454,business,83571.87,10,2022-07-23,True
LOAN_000697,CUST_000410,personal,10535.53,3,2022-02-22,False
LOAN_000698,CUST_000453,personal,5368.33,4,2022-11-20,False
LOAN_000699,CUST_001283,mortgage,65840.89,25,2021-01-23,True
LOAN_000700,CUST_000342,personal,22896.37,5,2022-02-15,False
LOAN_000701,CUST_000278,auto,21184.72,6,2022-07-19,True
LOAN_000702,CUST_000133,auto,24679.02,3,2021-09-06,True
LOAN_000703,CUST_000037,personal,6107.77,3,2021-09-14,False
LOAN_000704,CUST_001339,personal,13210.29,3,2022-08-24,True
LOAN_000705,CUST_000565,business,28659.95,10,2022-10-25,True
LOAN_000706,CUST_001051,auto,15703.23,5,2021-02-14,True
LOAN_000707,CUST_001213,personal,12089.02,3,2022-09-07,False
LOAN_000708,CUST_000326,mortgage,296879.68,20,2021-01-06,True
LOAN_000709,CUST_001241,personal,18369.07,5,2023-08-29,True
LOAN_000710,CUST_001242,business,51956.84,3,2022-05-04,False
LOAN_000711,CUST_000583,education,7335.18,15,2023-08-10,False
LOAN_000712,CUST_000832,business,122487.4,3,2023-02-12,True
LOAN_000713,CUST_000761,personal,22504.55,4,2023-12-14,False
LOAN_000714,CUST_001842,auto,12007.87,4,2023-08-29,True
LOAN_000715,CUST_001983,mortgage,204037.16,25,2021-11-26,True
LOAN_000716,CUST_000722,mortgage,428242.31,20,2022-04-14,False
LOAN_000717,CUST_000731,business,80516.48,5,2023-11-28,True
LOAN_000718,CUST_001886,personal,20884.31,3,2023-05-28,False
LOAN_000719,CUST_001638,business,102310.17,3,2021-08-10,False
LOAN_000720,CUST_000147,personal,14711.02,3,2021-07-22,False
LOAN_000721,CUST_000559,personal,23599.5,3,2023-10-22,False
LOAN_000722,CUST_000678,business,72072.43,7,2023-11-23,False
LOAN_000723,CUST_000635,auto,22187.92,5,2023-10-10,True
LOAN_000724,CUST_000983,business,125814.43,5,2021-04-02,False
LOAN_000725,CUST_001827,personal,17137.99,4,2023-07-25,True
LOAN_000726,CUST_000866,mortgage,406868.32,20,2021-11-29,False
LOAN_000727,CUST_001992,mortgage,281887.49,25,2022-09-05,False
LOAN_000728,CUST_001784,business,112603.79,7,2023-10-25,False
LOAN_000729,CUST_001149,personal,17352.56,3,2022-04-19,True
LOAN_000730,CUST_001148,mortgage,335969.37,25,2022-09-27,True
LOAN_000731,CUST_000220,auto,33771.86,3,2021-02-21,False
LOAN_000732,CUST_000533,auto,31844.31,5,2023-12-24,True
LOAN_000733,CUST_001925,mortgage,198542.42,20,2023-01-11,False
LOAN_000734,CUST_001754,business,95939.28,7,2022-01-28,False
LOAN_000735,CUST_001978,auto,17498.66,6,2021-03-18,True
LOAN_000736,CUST_000426,mortgage,55690.97,30,2021-03-14,True
LOAN_000737,CUST_001603,personal,10948.2,3,2023-03-29,True
LOAN_000738,CUST_001308,mortgage,234839.76,30,2021-09-03,False
LOAN_000739,CUST_001334,auto,20985.23,3,2021-11-06,True
LOAN_000740,CUST_001326,education,26522.28,5,2022-12-05,False
LOAN_000741,CUST_001698,personal,13453.12,4,2023-06-14,True
LOAN_000742,CUST_000647,mortgage,460676.48,15,2021-11-24,False
LOAN_000743,CUST_000054,auto,24715.65,5,2022-06-05,True
LOAN_000744,CUST_000087,auto,23694.81,6,2023-06-12,True
LOAN_000745,CUST_000895,personal,2755.06,4,2022-03-24,True
LOAN_000746,CUST_000511,business,113455.79,5,2022-04-28,False
LOAN_000747,CUST_001015,personal,4822.81,3,2021-06-14,True
LOAN_000748,CUST_001663,business,74198.47,3,2023-07-08,True
LOAN_000749,CUST_001536,personal,15189.07,3,2021-03-20,True
LOAN_000750,CUST_001708,business,27843.62,7,2021-07-28,False
LOAN_000751,CUST_000697,personal,15933.56,2,2022-11-16,False
LOAN_000752,CUST_001590,business,71058.19,5,2021-03-15,True
LOAN_000753,CUST_000540,auto,17598.75,4,2021-08-29,True
LOAN_000754,CUST_000845,mortgage,232082.76,30,2022-09-11,False
LOAN_000755,CUST_001702,personal,14149.47,2,2023-01-10,True
LOAN_000756,CUST_001795,personal,8113.44,2,2021-11-23,True
LOAN_000757,CUST_001401,business,50703.22,5,2023-08-25,True
LOAN_000758,CUST_000790,personal,21387.04,4,2022-06-15,True
LOAN_000759,CUST_001306,auto,33531.1,5,2023-06-21,True
LOAN_000760,CUST_000831,personal,19213.6,5,2022-06-04,True
LOAN_000761,CUST_001228,mortgage,226354.74,30,2022-07-16,True
LOAN_000762,CUST_000300,business,83510.92,7,2022-05-15,True
LOAN_000763,CUST_001972,business,10000.0,7,2023-07-03,False
LOAN_000764,CUST_001309,personal,15791.94,3,2023-10-05,True
LOAN_000765,CUST_001087,mortgage,201724.71,25,2023-04-22,True
LOAN_000766,CUST_000505,personal,20280.53,4,2021-07-10,True
LOAN_000767,CUST_000332,personal,8644.43,3,2021-06-11,True
LOAN_000768,CUST_001168,personal,14481.51,3,2021-07-13,False
LOAN_000769,CUST_000455,auto,34854.09,6,2022-07-29,True
LOAN_000770,CUST_000187,education,40484.14,7,2022-06-23,False
LOAN_000771,CUST_001579,business,102063.11,3,2022-05-24,False
LOAN_000772,CUST_001130,mortgage,118848.52,20,2022-06-23,True
LOAN_000773,CUST_001424,personal,20218.68,5,2022-02-21,True
LOAN_000774,CUST_001561,auto,35489.87,6,2022-08-08,False
LOAN_000775,CUST_000026,personal,3387.7,4,2023-04-12,False
LOAN_000776,CUST_000783,personal,3961.53,5,2021-06-20,True
LOAN_000777,CUST_000935,auto,31253.47,3,2021-11-30,True
LOAN_000778,CUST_000483,personal,11704.2,4,2021-08-06,False
LOAN_000779,CUST_001240,business,74495.53,7,2022-12-21,False
LOAN_000780,CUST_001627,personal,18697.99,2,2021-10-25,False
LOAN_000781,CUST_001986,mortgage,169306.95,30,2021-08-28,False
LOAN_000782,CUST_000641,mortgage,275400.23,20,2021-03-19,False
LOAN_000783,CUST_001429,auto,37710.0,5,2023-07-25,True
LOAN_000784,CUST_000438,education,20823.55,7,2023-10-29,True
LOAN_000785,CUST_000652,business,69274.52,7,2021-08-21,True
LOAN_000786,CUST_000972,personal,1000.0,3,2023-02-13,False
LOAN_000787,CUST_001624,personal,11315.26,4,2023-12-05,True
LOAN_000788,CUST_000750,personal,10881.85,5,2021-02-24,True
LOAN_000789,CUST_001512,auto,22830.07,3,2023-01-31,False
LOAN_000790,CUST_001368,personal,13992.19,4,2023-03-14,False
LOAN_000791,CUST_000197,auto,14693.01,4,2021-01-12,True
LOAN_000792,CUST_000870,business,34986.89,3,2023-11-08,True
LOAN_000793,CUST_000934,personal,4252.88,3,2023-08-29,True
LOAN_000794,CUST_000688,personal,6720.78,4,2021-10-28,True
LOAN_000795,CUST_001788,auto,33253.67,4,2021-02-21,False
LOAN_000796,CUST_000320,personal,13004.37,4,2022-08-04,False
LOAN_000797,CUST_001076,business,63912.65,5,2021-03-29,True
LOAN_000798,CUST_001211,auto,20690.46,5,2022-01-16,True
LOAN_000799,CUST_000672,auto,18451.24,5,2023-09-05,True
LOAN_000800,CUST_000535,business,74601.25,7,2023-04-08,False
LOAN_000801,CUST_000416,personal,21055.55,3,2021-09-18,True
LOAN_000802,CUST_001708,auto,39371.17,5,2021-03-21,False
LOAN_000803,CUST_000123,auto,18650.78,7,2022-08-07,True
LOAN_000804,CUST_001262,mortgage,269570.82,25,2022-05-28,False
LOAN_000805,CUST_001110,auto,8285.54,4,2021-09-22,True
LOAN_000806,CUST_001685,auto,34389.58,6,2021-09-27,True
LOAN_000807,CUST_000923,business,130546.07,7,2021-01-17,True
LOAN_000808,CUST_001423,personal,25172.22,3,2022-08-09,True
LOAN_000809,CUST_001513,personal,20468.8,5,2023-10-09,True
LOAN_000810,CUST_000047,personal,7446.07,5,2022-02-27,False
LOAN_000811,CUST_000972,personal,20501.17,5,2023-05-17,True
LOAN_000812,CUST_001680,business,10000.0,7,2023-12-25,False
LOAN_000813,CUST_000204,personal,2675.81,3,2023-06-12,True
LOAN_000814,CUST_001359,business,10000.0,10,2021-12-28,False
