customer_id,total_transactions,total_amount,average_amount,most_common_txn_type,age,gender,country,account_type,signup_date,is_active,customer_age_group,customer_value_score,fraud_rate,potential_risk
CUST_000425,6,985.46,164.24,purchase,46.0,Male,Spain,checking,2019-03-31,1,41-60,21.42304347826087,0.0,False
CUST_000426,10,828.05,82.8,purchase,21.0,Male,Germany,business,2022-03-19,1,18-25,39.43095238095238,0.0,False
CUST_000427,10,1386.11,138.61,purchase,56.0,Female,Italy,checking,2020-06-02,1,41-60,24.751964285714283,0.0,False
CUST_000428,10,994.13,99.41,purchase,33.0,Female,Italy,premium,2022-06-11,1,26-40,30.125151515151515,0.0,False
CUST_000429,14,2344.77,167.48,purchase,39.0,Female,Belgium,premium,2022-08-25,0,26-40,0.0,0.0,False
CUST_000430,17,1899.38,111.73,purchase,20.0,Female,Germany,premium,2019-12-30,1,18-25,94.96900000000001,0.0,False
CUST_000431,13,944.75,72.67,purchase,29.0,Male,Germany,checking,2023-07-20,1,26-40,32.577586206896555,0.07692307692307693,False
CUST_000432,17,2143.64,126.1,purchase,39.0,Male,Portugal,checking,2021-12-08,1,26-40,54.9651282051282,0.058823529411764705,False
CUST_000433,11,882.09,80.19,purchase,58.0,Female,France,savings,2022-10-31,1,41-60,15.20844827586207,0.0,False
CUST_000434,13,378.63,29.13,purchase,45.0,Female,France,savings,2022-02-25,1,41-60,8.414,0.0,False
CUST_000435,13,746.42,57.42,purchase,26.0,Male,Spain,business,2019-08-14,1,26-40,28.70846153846154,0.0,False
CUST_000436,13,1244.06,95.7,purchase,26.0,Female,Netherlands,premium,2021-04-10,1,26-40,47.848461538461535,0.0,False
CUST_000437,8,604.68,75.59,purchase,58.0,Female,Italy,checking,2020-03-22,1,41-60,10.425517241379309,0.0,False
CUST_000438,13,1347.36,103.64,purchase,27.0,Female,Belgium,checking,2019-12-11,1,26-40,49.90222222222222,0.0,False
CUST_000439,15,2645.65,176.38,purchase,53.0,Female,Netherlands,checking,2022-03-01,0,41-60,0.0,0.06666666666666667,False
CUST_000440,9,1003.6,111.51,withdrawal,31.0,Female,Spain,savings,2021-01-07,0,26-40,0.0,0.0,False
CUST_000441,9,854.55,94.95,purchase,34.0,Male,Spain,checking,2021-06-24,1,26-40,25.133823529411764,0.0,False
CUST_000442,12,1004.38,83.7,purchase,30.0,Male,France,checking,2020-12-25,0,26-40,0.0,0.0,False
CUST_000443,17,2660.12,156.48,withdrawal,58.0,Male,Spain,checking,2020-12-17,1,41-60,45.86413793103448,0.0,False
CUST_000444,11,510.43,46.4,purchase,78.0,Male,Germany,business,2022-07-26,1,60+,6.543974358974359,0.0,False
CUST_000445,14,1147.03,81.93,purchase,57.0,Female,Portugal,business,2021-01-27,1,41-60,20.12333333333333,0.0,False
CUST_000446,9,537.69,59.74,purchase,58.0,Male,Spain,savings,2020-08-28,1,41-60,9.270517241379311,0.0,False
CUST_000447,10,912.38,91.24,purchase,29.0,Male,Belgium,business,2020-04-15,1,26-40,31.461379310344828,0.0,False
CUST_000448,11,1840.32,167.3,purchase,52.0,Male,Netherlands,checking,2023-10-10,1,41-60,35.39076923076923,0.0,False
CUST_000449,8,424.41,53.05,purchase,33.0,Male,Spain,business,2022-06-09,1,26-40,12.860909090909091,0.0,False
CUST_000450,6,677.89,112.98,withdrawal,35.0,Female,Spain,business,2020-09-05,1,26-40,19.368285714285715,0.0,False
CUST_000451,11,999.87,90.9,deposit,28.0,Female,France,savings,2023-01-13,1,26-40,35.70964285714286,0.0,False
CUST_000452,8,344.25,43.03,purchase,46.0,Male,France,checking,2019-10-20,0,41-60,0.0,0.0,False
CUST_000453,9,849.42,94.38,purchase,60.0,Female,France,checking,2022-06-24,1,60+,14.157,0.0,False
CUST_000454,10,2775.01,277.5,withdrawal,36.0,Male,France,business,2020-08-31,0,26-40,0.0,0.0,False
CUST_000455,6,325.74,54.29,purchase,36.0,Male,France,business,2023-05-31,1,26-40,9.048333333333334,0.0,False
CUST_000456,14,2310.21,165.02,deposit,50.0,Female,Netherlands,business,2022-10-15,1,41-60,46.2042,0.0,False
CUST_000457,14,1609.61,114.97,purchase,26.0,Male,Belgium,checking,2023-09-13,1,26-40,61.90807692307692,0.0,False
CUST_000458,16,2069.67,129.35,purchase,44.0,Male,Austria,savings,2019-05-09,1,41-60,47.03795454545455,0.0,False
CUST_000459,10,1053.07,105.31,withdrawal,21.0,Male,Spain,savings,2023-11-24,1,18-25,50.146190476190476,0.0,False
CUST_000460,12,1771.81,147.65,purchase,66.0,Male,Spain,checking,2022-02-09,1,60+,26.84560606060606,0.0,False
CUST_000461,15,2198.74,146.58,purchase,31.0,Male,Belgium,checking,2019-05-18,1,26-40,70.92709677419354,0.0,False
CUST_000462,13,2377.83,182.91,deposit,22.0,Male,Belgium,business,2022-06-14,1,18-25,108.08318181818181,0.0,False
CUST_000463,9,526.6,58.51,purchase,37.0,Female,Netherlands,savings,2021-04-23,0,26-40,0.0,0.0,False
CUST_000464,11,1573.45,143.04,purchase,67.0,Male,Germany,business,2023-09-16,1,60+,23.484328358208955,0.0,False
CUST_000465,9,1350.68,150.08,withdrawal,48.0,Female,Belgium,checking,2021-01-30,1,41-60,28.139166666666668,0.0,False
CUST_000466,9,508.08,56.45,purchase,28.0,Female,Germany,checking,2023-09-07,1,26-40,18.145714285714284,0.0,False
CUST_000467,11,2121.52,192.87,purchase,39.0,Female,Belgium,checking,2023-03-30,1,26-40,54.397948717948715,0.0,False
CUST_000468,10,1890.66,189.07,purchase,43.0,Female,Germany,savings,2020-07-23,1,41-60,43.96883720930233,0.0,False
CUST_000469,14,2009.64,143.55,purchase,78.0,Female,Germany,checking,2021-02-23,0,60+,0.0,0.0,False
CUST_000470,15,1292.4,86.16,fee,51.0,Male,Italy,premium,2022-09-22,1,41-60,25.341176470588238,0.06666666666666667,False
CUST_000471,11,1911.17,173.74,purchase,33.0,Male,Spain,savings,2021-12-24,1,26-40,57.914242424242424,0.0,False
CUST_000472,10,1186.56,118.66,withdrawal,40.0,Male,France,checking,2023-10-10,1,41-60,29.663999999999998,0.0,False
CUST_000473,16,1913.02,119.56,purchase,27.0,Male,Belgium,checking,2019-06-20,1,26-40,70.85259259259259,0.0,False
CUST_000474,11,941.05,85.55,purchase,28.0,Male,Spain,business,2021-09-02,1,26-40,33.60892857142857,0.0,False
CUST_000475,18,1650.89,91.72,purchase,42.0,Female,Belgium,savings,2020-10-24,1,41-60,39.30690476190476,0.0,False
CUST_000476,14,1065.26,76.09,withdrawal,46.0,Male,Austria,checking,2022-12-18,1,41-60,23.157826086956522,0.0,False
CUST_000477,19,1507.05,79.32,purchase,25.0,Male,Germany,checking,2022-11-25,1,26-40,60.282,0.05263157894736842,False
CUST_000478,6,302.02,50.34,purchase,63.0,Male,Portugal,checking,2019-05-30,1,60+,4.793968253968254,0.0,False
CUST_000479,14,1941.54,138.68,purchase,37.0,Male,Italy,checking,2019-09-08,0,26-40,0.0,0.0,False
CUST_000480,9,540.84,60.09,purchase,29.0,Male,Germany,checking,2020-05-09,1,26-40,18.649655172413794,0.0,False
CUST_000481,12,1433.69,119.47,withdrawal,40.0,Male,Germany,checking,2019-02-17,1,41-60,35.84225,0.0,False
CUST_000482,4,115.62,28.9,purchase,62.0,Male,France,checking,2021-03-20,0,60+,0.0,0.0,False
CUST_000483,11,1330.36,120.94,purchase,56.0,Male,Spain,checking,2020-05-05,1,41-60,23.756428571428568,0.0,False
CUST_000484,10,885.53,88.55,purchase,31.0,Female,Germany,checking,2022-07-10,1,26-40,28.565483870967743,0.0,False
CUST_000485,18,879.74,48.87,purchase,39.0,Female,Austria,checking,2020-04-09,1,26-40,22.557435897435898,0.0,False
CUST_000486,13,1198.97,92.23,purchase,31.0,Male,Germany,savings,2023-08-14,1,26-40,38.67645161290323,0.0,False
CUST_000487,10,359.42,35.94,purchase,38.0,Female,Netherlands,business,2022-12-30,1,26-40,9.458421052631579,0.0,False
CUST_000488,13,744.12,57.24,purchase,38.0,Male,Belgium,savings,2021-07-06,1,26-40,19.582105263157896,0.0,False
CUST_000489,7,1446.73,206.68,withdrawal,32.0,Male,France,checking,2019-08-09,1,26-40,45.2103125,0.0,False
CUST_000490,18,1195.71,66.43,purchase,46.0,Female,Belgium,checking,2022-09-20,1,41-60,25.993695652173916,0.0,False
CUST_000491,13,756.67,58.21,purchase,21.0,Male,France,savings,2021-09-15,0,18-25,0.0,0.07692307692307693,False
CUST_000492,16,1276.75,79.8,withdrawal,28.0,Non-binary,Netherlands,savings,2022-04-27,1,26-40,45.598214285714285,0.0,False
CUST_000493,7,738.98,105.57,purchase,27.0,Female,Italy,checking,2019-01-16,1,26-40,27.36962962962963,0.0,False
CUST_000494,16,1071.5,66.97,purchase,24.0,Female,Spain,checking,2019-11-02,1,18-25,44.645833333333336,0.0,False
CUST_000495,8,846.46,105.81,purchase,37.0,Male,France,checking,2023-12-21,1,26-40,22.877297297297297,0.0,False
CUST_000496,20,1517.77,75.89,purchase,38.0,Female,Italy,savings,2021-03-05,1,26-40,39.941315789473684,0.0,False
CUST_000497,10,840.57,84.06,purchase,46.0,Female,Italy,checking,2021-03-18,1,41-60,18.273260869565217,0.0,False
CUST_000498,13,1448.98,111.46,purchase,23.0,Male,Spain,savings,2023-04-26,0,18-25,0.0,0.0,False
CUST_000499,13,908.44,69.88,purchase,18.0,Female,Netherlands,business,2023-10-28,1,18-25,50.46888888888889,0.0,False
CUST_000500,10,938.12,93.81,purchase,33.0,Female,Spain,savings,2020-06-10,0,26-40,0.0,0.0,False
CUST_000501,25,3505.52,140.22,purchase,54.0,Female,Germany,business,2020-11-04,0,41-60,0.0,0.0,False
CUST_000502,11,725.07,65.92,purchase,76.0,Female,Italy,premium,2020-03-15,1,60+,9.540394736842106,0.0,False
CUST_000503,11,1529.37,139.03,purchase,32.0,Male,France,checking,2023-01-15,1,26-40,47.7928125,0.0,False
CUST_000504,9,2480.39,275.6,purchase,21.0,Male,Belgium,business,2023-05-01,1,18-25,118.11380952380952,0.1111111111111111,False
CUST_000505,11,941.04,85.55,purchase,53.0,Male,Germany,business,2021-02-06,1,41-60,17.755471698113208,0.0,False
CUST_000506,15,1961.89,130.79,purchase,18.0,Male,Spain,savings,2021-03-10,0,18-25,0.0,0.0,False
CUST_000507,13,644.15,49.55,purchase,73.0,Male,France,checking,2020-12-31,1,60+,8.823972602739726,0.0,False
CUST_000508,8,1639.11,204.89,deposit,32.0,Male,Spain,checking,2023-10-20,1,26-40,51.2221875,0.0,False
CUST_000509,15,844.46,56.3,purchase,40.0,Male,Germany,savings,2021-05-01,1,41-60,21.1115,0.0,False
CUST_000510,9,975.61,108.4,purchase,30.0,Male,Spain,business,2019-10-03,1,26-40,32.52033333333333,0.0,False
CUST_000511,11,1083.87,98.53,purchase,22.0,Female,Netherlands,checking,2022-01-14,1,18-25,49.266818181818174,0.0,False
CUST_000512,14,421.83,30.13,purchase,29.0,Female,Spain,checking,2020-09-18,1,26-40,14.545862068965517,0.14285714285714285,True
CUST_000513,19,2192.37,115.39,purchase,32.0,Female,Belgium,checking,2020-03-14,1,26-40,68.5115625,0.0,False
CUST_000514,8,424.4,53.05,purchase,28.0,Male,Netherlands,savings,2022-10-24,1,26-40,15.157142857142857,0.0,False
CUST_000515,16,1691.46,105.72,purchase,71.0,Male,Spain,checking,2022-09-09,1,60+,23.82338028169014,0.0,False
CUST_000516,18,694.84,38.6,purchase,22.0,Male,Portugal,savings,2020-08-23,1,18-25,31.583636363636366,0.05555555555555555,False
CUST_000517,7,365.57,52.22,purchase,26.0,Male,Germany,savings,2022-10-03,0,26-40,0.0,0.0,False
CUST_000518,8,859.52,107.44,purchase,34.0,Female,Germany,checking,2019-11-30,1,26-40,25.28,0.0,False
CUST_000519,13,1396.65,107.43,purchase,38.0,Female,Italy,savings,2022-05-25,1,26-40,36.75394736842105,0.0,False
CUST_000520,11,351.13,31.92,purchase,46.0,Male,France,savings,2023-10-12,1,41-60,7.633260869565217,0.0,False
CUST_000521,12,1321.9,110.16,purchase,19.0,Male,Italy,business,2021-08-06,1,18-25,69.57368421052632,0.0,False
CUST_000522,15,629.1,41.94,purchase,47.0,Male,France,savings,2019-10-18,1,41-60,13.385106382978725,0.0,False
CUST_000523,11,1633.56,148.51,transfer,36.0,Male,France,savings,2022-12-07,1,26-40,45.376666666666665,0.0,False
CUST_000524,6,442.11,73.68,fee,56.0,Male,France,business,2021-11-28,1,41-60,7.894821428571428,0.0,False
CUST_000525,13,916.54,70.5,purchase,39.0,Male,Belgium,premium,2019-09-12,0,26-40,0.0,0.0,False
CUST_000526,8,213.59,26.7,purchase,22.0,Female,Portugal,checking,2020-08-20,1,18-25,9.708636363636364,0.125,True
CUST_000527,9,919.07,102.12,purchase,50.0,Non-binary,Germany,checking,2021-05-11,1,41-60,18.3814,0.0,False
CUST_000528,13,1074.0,82.62,purchase,55.0,Female,Austria,checking,2019-06-21,1,41-60,19.527272727272727,0.0,False
CUST_000529,7,816.99,116.71,purchase,22.0,Male,France,savings,2020-01-13,1,18-25,37.13590909090909,0.0,False
CUST_000530,12,1679.74,139.98,purchase,72.0,Female,France,premium,2022-12-20,1,60+,23.329722222222223,0.0,False
CUST_000531,10,360.1,36.01,purchase,32.0,Female,Netherlands,checking,2020-03-04,1,26-40,11.253125,0.0,False
CUST_000532,13,996.73,76.67,purchase,47.0,Male,Germany,checking,2019-05-03,1,41-60,21.207021276595746,0.0,False
CUST_000533,12,2188.19,182.35,transfer,37.0,Male,Germany,savings,2022-03-16,0,26-40,0.0,0.0,False
CUST_000534,11,912.53,82.96,purchase,30.0,Male,Spain,premium,2021-11-05,1,26-40,30.417666666666666,0.0,False
CUST_000535,11,216.59,19.69,purchase,18.0,Female,Spain,checking,2022-12-19,0,18-25,0.0,0.09090909090909091,False
CUST_000536,9,1079.19,119.91,deposit,25.0,Female,Netherlands,business,2019-01-12,0,26-40,0.0,0.0,False
CUST_000537,16,1774.65,110.92,purchase,51.0,Female,Germany,checking,2022-12-21,1,41-60,34.79705882352941,0.0,False
CUST_000538,10,771.11,77.11,purchase,37.0,Male,Germany,checking,2021-09-18,1,26-40,20.84081081081081,0.1,False
CUST_000539,10,610.67,61.07,purchase,48.0,Female,Germany,checking,2022-12-26,1,41-60,12.722291666666665,0.0,False
CUST_000540,18,1780.25,98.9,purchase,40.0,Female,Germany,checking,2021-03-23,1,41-60,44.50625,0.05555555555555555,False
CUST_000541,17,892.65,52.51,purchase,79.0,Female,Netherlands,savings,2022-08-25,1,60+,11.299367088607594,0.0,False
CUST_000542,8,1658.91,207.36,purchase,28.0,Male,France,savings,2020-03-14,1,26-40,59.246785714285714,0.0,False
CUST_000543,12,1833.56,152.8,purchase,57.0,Female,Italy,savings,2023-06-22,1,41-60,32.167719298245615,0.0,False
CUST_000544,11,701.67,63.79,purchase,56.0,Male,Austria,savings,2020-11-15,1,41-60,12.529821428571427,0.0,False
CUST_000545,14,1603.38,114.53,purchase,30.0,Female,France,checking,2020-09-18,1,26-40,53.446000000000005,0.0,False
CUST_000546,12,1574.27,131.19,purchase,55.0,Female,Germany,business,2020-09-06,1,41-60,28.62309090909091,0.0,False
CUST_000547,12,2662.01,221.83,purchase,50.0,Male,Netherlands,savings,2019-12-06,1,41-60,53.2402,0.0,False
CUST_000548,16,848.82,53.05,purchase,22.0,Male,France,savings,2022-04-15,1,18-25,38.582727272727276,0.0,False
CUST_000549,12,813.68,67.81,purchase,27.0,Male,France,checking,2019-09-06,1,26-40,30.136296296296294,0.0,False
CUST_000550,9,584.0,64.89,purchase,20.0,Female,Germany,checking,2019-05-26,1,18-25,29.2,0.0,False
CUST_000551,16,1598.03,99.88,purchase,53.0,Male,Italy,checking,2020-05-05,1,41-60,30.151509433962264,0.0,False
CUST_000552,10,903.31,90.33,purchase,31.0,Male,Germany,checking,2020-04-25,1,26-40,29.139032258064514,0.0,False
CUST_000553,19,2048.76,107.83,purchase,46.0,Male,Netherlands,business,2019-02-17,1,41-60,44.53826086956522,0.0,False
CUST_000554,10,789.22,78.92,purchase,60.0,Female,Netherlands,premium,2020-05-30,1,60+,13.153666666666668,0.0,False
CUST_000555,15,1750.7,116.71,purchase,43.0,Female,Italy,premium,2022-07-08,1,41-60,40.71395348837209,0.0,False
CUST_000556,8,783.95,97.99,purchase,50.0,Male,Germany,checking,2023-02-28,1,41-60,15.679,0.0,False
CUST_000557,8,1445.3,180.66,withdrawal,38.0,Male,Netherlands,business,2020-10-14,1,26-40,38.03421052631579,0.0,False
CUST_000558,8,1582.06,197.76,purchase,47.0,Female,Belgium,checking,2022-03-20,1,41-60,33.66085106382979,0.0,False
CUST_000559,8,193.9,24.24,purchase,24.0,Male,Spain,checking,2020-05-07,1,18-25,8.079166666666667,0.0,False
CUST_000560,12,2142.83,178.57,purchase,28.0,Male,France,checking,2021-05-01,1,26-40,76.52964285714286,0.0,False
CUST_000561,9,929.74,103.3,purchase,39.0,Male,Germany,business,2019-08-05,1,26-40,23.83948717948718,0.1111111111111111,False
CUST_000562,10,4047.1,404.71,purchase,21.0,Female,Germany,savings,2019-04-21,1,18-25,192.71904761904761,0.0,False
CUST_000563,15,812.35,54.16,purchase,57.0,Male,Austria,checking,2022-03-24,1,41-60,14.251754385964913,0.0,False
CUST_000564,14,1091.87,77.99,purchase,57.0,Male,Germany,checking,2023-04-11,1,41-60,19.155614035087716,0.0,False
CUST_000565,7,564.82,80.69,purchase,39.0,Male,Belgium,checking,2022-04-22,1,26-40,14.482564102564103,0.0,False
CUST_000566,10,1583.96,158.4,withdrawal,69.0,Female,France,savings,2020-10-30,1,60+,22.955942028985508,0.0,False
CUST_000567,14,1698.75,121.34,purchase,48.0,Male,Germany,checking,2023-10-21,1,41-60,35.390625,0.0,False
CUST_000568,10,1003.09,100.31,purchase,30.0,Female,Spain,checking,2019-06-14,1,26-40,33.43633333333334,0.0,False
CUST_000569,16,1852.45,115.78,purchase,25.0,Male,Austria,checking,2019-04-26,1,26-40,74.098,0.0625,False
CUST_000570,8,985.0,123.12,purchase,33.0,Male,France,savings,2020-12-18,1,26-40,29.848484848484848,0.0,False
CUST_000571,10,837.71,83.77,withdrawal,55.0,Male,France,checking,2021-08-30,1,41-60,15.23109090909091,0.0,False
CUST_000572,15,1260.53,84.04,purchase,73.0,Female,Germany,checking,2023-01-09,1,60+,17.26753424657534,0.0,False
CUST_000573,10,1258.32,125.83,purchase,74.0,Female,Belgium,savings,2019-11-06,1,60+,17.004324324324323,0.1,False
CUST_000574,16,1781.76,111.36,withdrawal,43.0,Male,France,checking,2020-09-25,1,41-60,41.436279069767444,0.0,False
CUST_000575,15,1554.02,103.6,purchase,47.0,Female,Austria,checking,2020-08-15,0,41-60,0.0,0.0,False
CUST_000576,10,1165.85,116.58,purchase,30.0,Female,Spain,checking,2023-09-17,1,26-40,38.861666666666665,0.0,False
CUST_000577,13,1509.13,116.09,purchase,46.0,Female,Germany,savings,2019-11-23,0,41-60,0.0,0.0,False
CUST_000578,15,1581.84,105.46,purchase,51.0,Female,Germany,checking,2022-02-02,1,41-60,31.016470588235293,0.0,False
CUST_000579,13,1756.03,135.08,purchase,19.0,Female,Italy,savings,2020-11-24,1,18-25,92.42263157894736,0.0,False
CUST_000580,14,1247.3,89.09,withdrawal,27.0,Non-binary,Netherlands,checking,2019-03-12,1,26-40,46.196296296296296,0.0,False
CUST_000581,13,1793.6,137.97,withdrawal,54.0,Female,Belgium,checking,2019-12-29,1,41-60,33.214814814814815,0.0,False
CUST_000582,13,1750.75,134.67,purchase,28.0,Male,Germany,checking,2022-12-05,1,26-40,62.526785714285715,0.0,False
CUST_000583,10,1068.65,106.86,purchase,32.0,Female,Spain,checking,2021-09-15,0,26-40,0.0,0.1,False
CUST_000584,9,686.15,76.24,purchase,26.0,Female,Belgium,business,2019-09-30,1,26-40,26.390384615384615,0.0,False
CUST_000585,15,2032.98,135.53,purchase,20.0,Female,Spain,checking,2022-02-11,1,18-25,101.649,0.0,False
CUST_000586,9,481.58,53.51,purchase,26.0,Female,Netherlands,premium,2021-12-13,1,26-40,18.52230769230769,0.0,False
CUST_000587,14,1144.02,81.72,purchase,47.0,Female,France,savings,2019-04-18,1,41-60,24.34085106382979,0.0,False
CUST_000588,14,1205.39,86.1,withdrawal,28.0,Female,Netherlands,savings,2022-01-09,1,26-40,43.049642857142864,0.0,False
CUST_000589,10,1108.77,110.88,purchase,40.0,Male,Germany,checking,2019-02-14,1,41-60,27.71925,0.0,False
CUST_000590,15,1928.21,128.55,withdrawal,41.0,Male,Germany,business,2020-07-20,1,41-60,47.02951219512195,0.0,False
CUST_000591,13,907.76,69.83,deposit,46.0,Female,Italy,savings,2022-03-23,1,41-60,19.73391304347826,0.07692307692307693,False
CUST_000592,17,1456.98,85.7,purchase,47.0,Male,France,checking,2019-10-14,1,41-60,30.999574468085108,0.0,False
CUST_000593,14,2133.71,152.41,withdrawal,25.0,Female,Germany,savings,2019-08-14,1,26-40,85.3484,0.0,False
CUST_000594,9,1308.56,145.4,deposit,40.0,Female,France,checking,2023-10-06,1,41-60,32.714,0.0,False
CUST_000595,10,1834.6,183.46,deposit,39.0,Male,Italy,checking,2019-04-24,0,26-40,0.0,0.0,False
CUST_000596,17,1086.3,63.9,purchase,24.0,Male,Germany,savings,2019-04-11,1,18-25,45.262499999999996,0.0,False
CUST_000597,9,673.73,74.86,deposit,33.0,Female,Germany,checking,2021-04-04,1,26-40,20.416060606060608,0.0,False
CUST_000598,13,1270.11,97.7,purchase,26.0,Female,Belgium,savings,2021-08-11,1,26-40,48.85038461538461,0.0,False
CUST_000599,14,899.06,64.22,purchase,26.0,Male,Belgium,checking,2019-04-11,1,26-40,34.57923076923077,0.0,False
CUST_000600,12,959.86,79.99,purchase,60.0,Female,Germany,savings,2019-09-22,1,60+,15.997666666666667,0.0,False
CUST_000601,13,1937.01,149.0,deposit,29.0,Female,Spain,checking,2023-09-13,1,26-40,66.79344827586206,0.0,False
CUST_000602,13,2182.34,167.87,purchase,43.0,Female,Austria,savings,2020-10-27,1,41-60,50.75209302325582,0.07692307692307693,False
CUST_000603,10,208.28,20.83,purchase,23.0,Female,Spain,savings,2022-07-13,1,18-25,9.055652173913044,0.0,False
CUST_000604,9,787.32,87.48,purchase,56.0,Female,Spain,checking,2021-03-21,1,41-60,14.059285714285716,0.0,False
CUST_000605,11,913.81,83.07,purchase,40.0,Female,France,premium,2020-04-03,1,41-60,22.84525,0.0,False
CUST_000606,25,3010.8,120.43,purchase,54.0,Male,Germany,premium,2020-10-22,1,41-60,55.75555555555556,0.0,False
CUST_000607,20,1329.78,66.49,purchase,38.0,Female,Spain,business,2020-08-18,0,26-40,0.0,0.0,False
CUST_000608,12,810.37,67.53,purchase,29.0,Male,Belgium,checking,2023-04-29,1,26-40,27.943793103448275,0.0,False
CUST_000609,12,1764.09,147.01,withdrawal,29.0,Male,Belgium,checking,2023-05-03,1,26-40,60.830689655172414,0.0,False
CUST_000610,6,477.96,79.66,purchase,36.0,Male,Spain,savings,2022-11-11,1,26-40,13.276666666666666,0.0,False
CUST_000611,11,1350.95,122.81,purchase,31.0,Female,Netherlands,checking,2022-07-14,1,26-40,43.579032258064515,0.0,False
CUST_000612,9,342.74,38.08,purchase,39.0,Male,Netherlands,checking,2019-04-29,1,26-40,8.788205128205128,0.0,False
CUST_000613,10,1098.05,109.8,purchase,40.0,Male,Italy,savings,2020-05-30,1,41-60,27.451249999999998,0.0,False
CUST_000614,16,1493.67,93.35,purchase,19.0,Male,Italy,savings,2019-11-26,1,18-25,78.61421052631579,0.0,False
CUST_000615,13,1214.01,93.39,purchase,37.0,Male,Netherlands,checking,2023-08-02,1,26-40,32.81108108108108,0.0,False
CUST_000616,11,639.21,58.11,purchase,38.0,Male,Spain,checking,2021-01-21,1,26-40,16.821315789473687,0.0,False
CUST_000617,10,2587.44,258.74,withdrawal,29.0,Male,France,savings,2022-12-16,1,26-40,89.22206896551724,0.0,False
CUST_000618,13,1245.43,95.8,purchase,46.0,Male,Portugal,savings,2022-08-10,1,41-60,27.074565217391307,0.0,False
CUST_000619,11,1963.79,178.53,deposit,34.0,Female,Germany,checking,2021-01-01,1,26-40,57.758529411764705,0.0,False
CUST_000620,11,1916.14,174.19,purchase,23.0,Female,France,savings,2023-12-23,1,18-25,83.3104347826087,0.0,False
CUST_000621,15,1416.16,94.41,purchase,68.0,Female,Germany,savings,2019-09-15,1,60+,20.82588235294118,0.0,False
CUST_000622,12,981.38,81.78,purchase,38.0,Female,Germany,business,2020-08-06,1,26-40,25.82578947368421,0.0,False
CUST_000623,11,1211.1,110.1,purchase,44.0,Female,Spain,savings,2023-06-13,1,41-60,27.525,0.0,False
CUST_000624,12,1136.61,94.72,purchase,24.0,Female,Austria,savings,2020-06-29,1,18-25,47.35874999999999,0.0,False
CUST_000625,19,3535.44,186.08,purchase,31.0,Male,Netherlands,business,2019-03-31,1,26-40,114.04645161290323,0.0,False
CUST_000626,10,719.44,71.94,purchase,58.0,Female,Austria,savings,2021-08-29,1,41-60,12.404137931034484,0.0,False
CUST_000627,8,274.37,34.3,purchase,32.0,Male,Italy,checking,2021-09-23,1,26-40,8.5740625,0.0,False
CUST_000628,12,973.43,81.12,purchase,27.0,Female,France,checking,2023-12-04,1,26-40,36.05296296296296,0.0,False
CUST_000629,13,1316.28,101.25,purchase,31.0,Other,Spain,checking,2019-01-26,0,26-40,0.0,0.0,False
CUST_000630,12,305.19,25.43,purchase,36.0,Male,France,savings,2020-09-26,1,26-40,8.4775,0.08333333333333333,False
CUST_000631,8,683.88,85.48,purchase,35.0,Male,Spain,business,2019-09-13,0,26-40,0.0,0.0,False
CUST_000632,14,2220.96,158.64,purchase,65.0,Male,Italy,checking,2022-06-03,1,60+,34.168615384615386,0.0,False
CUST_000633,9,1071.77,119.09,purchase,31.0,Female,Germany,business,2022-02-02,1,26-40,34.57322580645161,0.0,False
CUST_000634,10,1030.47,103.05,purchase,40.0,Non-binary,Italy,business,2020-06-05,1,41-60,25.76175,0.0,False
CUST_000635,14,2033.93,145.28,deposit,52.0,Female,Netherlands,savings,2021-08-20,1,41-60,39.11403846153846,0.0,False
CUST_000636,8,1079.62,134.95,deposit,32.0,Male,France,business,2022-12-19,1,26-40,33.738125,0.0,False
CUST_000637,16,2743.42,171.46,withdrawal,30.0,Female,Germany,savings,2021-05-13,1,26-40,91.44733333333333,0.0,False
CUST_000638,17,1171.61,68.92,purchase,31.0,Male,France,savings,2021-07-07,1,26-40,37.79387096774193,0.0,False
CUST_000639,15,1905.4,127.03,purchase,26.0,Female,Belgium,savings,2022-04-06,1,26-40,73.28461538461539,0.0,False
CUST_000640,10,894.25,89.42,purchase,55.0,Male,Spain,business,2023-01-15,0,41-60,0.0,0.0,False
CUST_000641,15,928.11,61.87,purchase,31.0,Male,Netherlands,savings,2021-03-27,1,26-40,29.93903225806452,0.06666666666666667,False
CUST_000642,14,2656.81,189.77,purchase,60.0,Male,Spain,savings,2020-06-11,1,60+,44.280166666666666,0.0,False
CUST_000643,12,1038.53,86.54,purchase,23.0,Female,Germany,checking,2021-05-17,1,18-25,45.15347826086956,0.08333333333333333,False
CUST_000644,14,1149.03,82.07,purchase,29.0,Male,Germany,savings,2021-02-16,1,26-40,39.62172413793103,0.07142857142857142,False
CUST_000645,6,515.06,85.84,purchase,19.0,Male,Germany,checking,2021-05-30,1,18-25,27.108421052631577,0.0,False
CUST_000646,18,1421.67,78.98,purchase,35.0,Female,Germany,savings,2023-05-18,1,26-40,40.61914285714286,0.0,False
CUST_000647,9,481.78,53.53,purchase,77.0,Male,Belgium,checking,2023-07-02,1,60+,6.256883116883117,0.0,False
CUST_000648,11,2622.01,238.36,purchase,37.0,Male,France,savings,2021-07-04,1,26-40,70.86513513513515,0.09090909090909091,False
